amount,hour,day_of_week,merchant_cat,device_type,location_match,txn_per_hour,new_beneficiary,is_anomaly,merchant_name,device_name
341.9639751413126,16,0,3,0,1,1,0,0,Utilities,Android
587.2553507073615,2,4,3,2,1,3,0,0,Utilities,Web
265.0640606234317,14,2,5,0,1,2,1,0,Entertainment,Android
1388.2056736407358,18,0,4,2,1,1,0,0,Transfer,Web
227.40712221836208,12,3,4,0,1,1,1,0,Transfer,Android
137.70277606063422,19,2,1,1,1,3,0,0,Shopping,iOS
810.0693919988236,13,2,1,2,1,1,0,0,Shopping,Web
329.8494009378613,12,1,0,1,1,0,0,0,Food,iOS
1038.8051794727269,13,2,2,1,1,0,0,0,Recharge,iOS
5000.0,3,6,3,1,0,10,0,1,Utilities,iOS
9.466909310160316,11,2,1,2,1,6,1,0,Shopping,Web
62.360388860888975,14,2,0,2,1,2,0,0,Food,Web
37.786345931219664,9,0,3,1,1,2,1,0,Utilities,iOS
101.94520304909231,16,4,4,0,1,2,1,0,Transfer,Android
1681.91997002836,21,2,5,0,1,0,0,0,Entertainment,Android
568.8580110195574,19,6,3,2,1,2,0,0,Utilities,Web
468.81549926395735,8,0,1,0,1,3,0,0,Shopping,Android
462.2367020630358,19,5,0,1,1,1,0,0,Food,iOS
732.8819121583052,7,5,1,1,1,1,0,0,Shopping,iOS
637.6630634724833,18,1,1,1,1,1,0,0,Shopping,iOS
184.19709669773064,5,4,5,0,1,1,0,0,Entertainment,Android
15.441711706042819,17,2,3,2,1,1,0,0,Utilities,Web
630.1575805141105,17,6,0,2,1,1,0,0,Food,Web
1473.8001432764397,5,1,3,2,1,0,0,0,Utilities,Web
522.4772026091089,19,4,5,0,1,1,0,0,Entertainment,Android
73.47326539437888,1,3,4,0,1,2,0,0,Transfer,Android
754.0629935161978,15,2,4,0,1,2,0,0,Transfer,Android
38.91355199306084,11,6,2,0,1,0,0,0,Recharge,Android
211.84979632284276,2,0,4,0,0,0,0,0,Transfer,Android
1028.3211405950603,12,0,1,1,1,3,1,0,Shopping,iOS
58.79008039140086,12,4,4,1,1,4,0,0,Transfer,iOS
1032.7440900366357,18,6,5,0,1,6,0,0,Entertainment,Android
271.5932351961975,12,3,5,1,1,2,0,0,Entertainment,iOS
72.6582182325292,10,0,4,2,1,3,0,0,Transfer,Web
510.4769975152649,11,4,2,0,1,2,0,0,Recharge,Android
814.2076712350287,15,4,3,2,1,2,0,0,Utilities,Web
380.36592166019034,18,4,4,2,1,1,0,0,Transfer,Web
349.61696006490956,10,5,3,1,1,3,0,0,Utilities,iOS
259.37705732199566,10,0,5,2,1,1,0,0,Entertainment,Web
209.3177415094531,11,2,1,1,1,6,0,0,Shopping,iOS
627.5908243903606,21,2,5,2,1,0,0,0,Entertainment,Web
10972.969131031889,1,1,5,2,1,17,1,1,Entertainment,Web
809.9914592732468,10,5,4,2,1,2,0,0,Transfer,Web
288.78705593959046,7,3,1,1,1,3,0,0,Shopping,iOS
781.4000179606015,6,2,2,2,0,4,0,0,Recharge,Web
196.91598413254684,0,6,4,0,0,1,0,0,Transfer,Android
1631.0809907618338,14,4,2,1,0,0,0,0,Recharge,iOS
894.6227485527935,16,6,0,0,1,0,0,0,Food,Android
850.4209676733694,10,4,0,2,1,1,0,0,Food,Web
328.992036458475,9,4,1,1,1,0,0,0,Shopping,iOS
1505.411197687313,12,4,4,2,1,1,1,0,Transfer,Web
574.7340855606058,11,5,2,0,1,3,0,0,Recharge,Android
391.9457876984158,9,2,2,0,1,4,0,0,Recharge,Android
616.5795652087038,21,4,2,2,0,1,1,0,Recharge,Web
876.3846239041205,20,2,1,2,1,0,1,0,Shopping,Web
1091.684832698721,17,5,2,1,1,0,0,0,Recharge,iOS
409.3932711203022,18,3,0,0,1,0,1,0,Food,Android
1261.7121209553798,18,6,3,0,1,4,1,0,Utilities,Android
497.9185324428416,13,1,4,1,1,2,0,0,Transfer,iOS
332.689323639894,9,2,0,2,1,1,0,0,Food,Web
575.1906874570876,15,0,0,1,1,2,0,0,Food,iOS
139.65018928860246,21,4,0,0,1,1,0,0,Food,Android
14.70475666652867,13,0,5,2,1,7,1,0,Entertainment,Web
23.49475692064161,17,6,1,0,1,1,1,0,Shopping,Android
189.78067719087892,10,2,1,1,1,2,0,0,Shopping,iOS
886.1861830427292,14,5,0,2,1,2,0,0,Food,Web
186.21081593027122,20,3,2,0,1,2,0,0,Recharge,Android
365.8155836987745,4,1,5,1,1,2,0,0,Entertainment,iOS
1966.8125200937502,3,6,2,2,1,0,0,0,Recharge,Web
952.6534057333454,11,2,0,0,1,4,0,0,Food,Android
245.90404387952364,19,1,5,0,1,1,0,0,Entertainment,Android
90.48413419584487,13,3,2,1,1,2,0,0,Recharge,iOS
462.45393971364894,19,2,0,1,1,2,1,0,Food,iOS
35.797486109566385,9,1,1,2,1,3,0,0,Shopping,Web
103.52240552919618,2,2,0,1,1,2,0,0,Food,iOS
376.1377352955814,12,2,0,1,1,1,0,0,Food,iOS
361.96931669192855,12,1,5,2,1,3,0,0,Entertainment,Web
74.96950963808078,16,5,1,1,1,1,0,0,Shopping,iOS
1763.0273884983262,15,4,2,2,1,0,0,0,Recharge,Web
1012.9957655381736,14,5,3,0,1,1,0,0,Utilities,Android
35.862630703701825,6,2,1,1,1,1,0,0,Shopping,iOS
761.4128369626519,18,1,3,2,1,2,0,0,Utilities,Web
38.567844752039015,1,4,5,0,1,0,0,0,Entertainment,Android
5000.0,0,0,3,1,0,15,1,1,Utilities,iOS
141.09633236652988,7,0,4,1,1,1,0,0,Transfer,iOS
653.1001925286453,11,5,3,2,0,1,0,0,Utilities,Web
163.08212093877356,14,4,3,1,1,0,0,0,Utilities,iOS
351.08289723837925,20,2,5,2,0,1,0,0,Entertainment,Web
317.44720830065006,1,2,5,0,1,1,0,0,Entertainment,Android
307.45585297242474,8,6,4,2,1,1,0,0,Transfer,Web
1095.969504162104,13,6,0,1,1,2,0,0,Food,iOS
27.405445778215746,17,2,4,2,1,1,0,0,Transfer,Web
900.5835737588208,14,1,0,2,1,2,0,0,Food,Web
32.93673627390666,14,5,3,2,1,0,0,0,Utilities,Web
143.5310913640916,7,4,5,2,1,1,1,0,Entertainment,Web
328.98044410495083,7,0,0,2,1,2,0,0,Food,Web
76.64683941086446,8,6,1,0,1,6,0,0,Shopping,Android
316.59443398903596,11,3,1,1,1,1,0,0,Shopping,iOS
1859.3928799857415,14,4,1,0,1,2,0,0,Shopping,Android
640.1233714205432,20,2,1,2,1,0,1,0,Shopping,Web
12381.881929670777,1,5,5,2,1,19,0,1,Entertainment,Web
532.9747969159415,2,5,0,0,1,0,0,0,Food,Android
402.49948951183984,9,5,2,1,1,0,0,0,Recharge,iOS
842.0982630769394,3,1,0,2,1,0,0,0,Food,Web
531.0745571895476,15,5,2,2,1,1,0,0,Recharge,Web
82.42362589751443,19,3,5,0,1,1,1,0,Entertainment,Android
371.44999222628707,6,2,1,2,1,2,1,0,Shopping,Web
1024.8866663816045,19,0,5,0,1,1,0,0,Entertainment,Android
162.2224941713771,16,1,3,0,1,5,1,0,Utilities,Android
376.43056165587006,16,3,3,1,1,1,1,0,Utilities,iOS
804.4620411115577,19,6,2,1,1,0,0,0,Recharge,iOS
918.190271385427,6,3,4,0,1,0,0,0,Transfer,Android
68.78173683425774,20,0,3,1,1,2,0,0,Utilities,iOS
220.95639027430317,7,6,0,2,1,1,0,0,Food,Web
4.090625449436198,13,0,5,2,1,2,0,0,Entertainment,Web
313.05691565889805,14,1,3,1,1,1,0,0,Utilities,iOS
342.4492537230533,20,6,2,2,1,0,0,0,Recharge,Web
5000.0,23,2,0,2,1,12,1,1,Food,Web
125.15438407132332,9,4,0,0,1,0,0,0,Food,Android
1989.8920383348784,21,5,0,1,1,0,0,0,Food,iOS
73.9560987316123,17,6,0,1,1,2,1,0,Food,iOS
188.54435420150617,7,6,0,0,1,1,1,0,Food,Android
15.454123162210267,19,2,5,2,1,2,0,0,Entertainment,Web
105.05195559219867,21,6,2,1,0,2,0,0,Recharge,iOS
824.8811566705867,21,6,0,0,1,0,0,0,Food,Android
108.91110563580787,8,4,2,2,1,0,0,0,Recharge,Web
996.6700584108773,13,1,3,2,1,1,1,0,Utilities,Web
852.746095456877,7,4,2,2,1,2,1,0,Recharge,Web
425.2734440318682,21,0,0,2,1,2,0,0,Food,Web
739.2645859057666,10,5,1,2,1,5,1,0,Shopping,Web
505.22837649012985,17,0,4,2,1,3,0,0,Transfer,Web
585.1816604609169,10,6,2,1,1,3,0,0,Recharge,iOS
27513.477619059664,1,1,1,0,0,16,1,1,Shopping,Android
22.87999614219908,10,0,0,2,1,4,0,0,Food,Web
724.4382154481067,12,6,5,0,1,3,0,0,Entertainment,Android
753.702049294706,21,2,3,1,0,1,0,0,Utilities,iOS
627.4194046171208,17,2,1,0,1,2,0,0,Shopping,Android
14.38042151809906,13,0,0,0,1,3,0,0,Food,Android
285.22856576530154,1,4,4,2,1,0,0,0,Transfer,Web
63.74169526404011,18,6,4,0,1,2,0,0,Transfer,Android
98.12114477534979,14,5,2,2,1,0,0,0,Recharge,Web
780.3392555156092,18,3,5,1,1,2,0,0,Entertainment,iOS
424.59881739166775,11,3,2,2,1,1,1,0,Recharge,Web
580.4360570386222,6,0,4,2,1,1,0,0,Transfer,Web
818.2840038137939,4,2,0,1,1,2,0,0,Food,iOS
68.5717206652462,14,5,2,0,1,0,0,0,Recharge,Android
45.72176474026622,17,6,1,1,1,1,0,0,Shopping,iOS
41.494865374782734,9,4,0,2,1,0,0,0,Food,Web
277.16114680260387,11,4,0,0,1,1,0,0,Food,Android
29.047512425224408,18,5,0,0,0,0,1,0,Food,Android
159.61763399408963,15,6,3,2,1,0,0,0,Utilities,Web
47.67125277829675,11,4,3,0,1,7,0,0,Utilities,Android
258.35180592224305,11,5,1,1,1,3,0,0,Shopping,iOS
459.3101400442052,7,5,4,0,1,2,0,0,Transfer,Android
544.6965179768042,5,3,4,0,1,2,0,0,Transfer,Android
1350.9667324330476,6,0,3,1,1,4,0,0,Utilities,iOS
39.80145587722253,9,1,1,0,1,2,1,0,Shopping,Android
342.56141888251983,13,4,2,0,1,0,0,0,Recharge,Android
9.449602343552389,7,6,4,1,1,0,1,0,Transfer,iOS
754.6401095540286,9,0,4,1,1,2,0,0,Transfer,iOS
1061.9666865267272,10,5,4,2,1,5,0,0,Transfer,Web
322.29972061396023,11,2,0,1,1,1,0,0,Food,iOS
483.6914924185958,19,6,0,1,1,0,0,0,Food,iOS
225.03906719177996,11,6,3,0,1,2,0,0,Utilities,Android
24.830301608138516,16,5,4,0,1,4,0,0,Transfer,Android
554.6764100286689,21,5,0,0,1,3,0,0,Food,Android
597.587135658756,15,1,1,0,1,3,0,0,Shopping,Android
326.71344295821297,9,1,0,0,1,3,0,0,Food,Android
569.5535873089863,13,4,0,0,1,1,1,0,Food,Android
50.28348155775654,19,0,5,0,1,1,0,0,Entertainment,Android
281.759347397144,21,2,1,1,1,2,0,0,Shopping,iOS
373.8717560663433,16,2,2,0,1,0,0,0,Recharge,Android
557.7437349114555,17,5,5,0,1,0,0,0,Entertainment,Android
566.2963003373769,14,0,5,1,1,0,0,0,Entertainment,iOS
1240.3036524724648,15,6,5,0,1,1,1,0,Entertainment,Android
34.98853405519378,15,0,0,2,1,2,0,0,Food,Web
522.4869815685734,9,3,4,0,1,2,0,0,Transfer,Android
1903.6867838309731,6,3,1,1,1,3,0,0,Shopping,iOS
93.95910122525734,15,3,2,2,1,1,0,0,Recharge,Web
427.1068691118281,5,2,5,0,1,0,0,0,Entertainment,Android
439.4389437054195,5,4,5,2,1,1,0,0,Entertainment,Web
436.53116527309896,20,2,3,0,1,0,0,0,Utilities,Android
116.10685187028649,10,2,1,2,1,3,0,0,Shopping,Web
442.6989500974832,8,6,3,1,1,4,0,0,Utilities,iOS
129.03461270133423,16,4,0,1,1,3,1,0,Food,iOS
1382.9740519217776,21,5,0,0,1,0,0,0,Food,Android
988.7970181232239,17,5,1,1,1,1,0,0,Shopping,iOS
5000.0,2,5,1,0,0,17,1,1,Shopping,Android
44.18821653428866,17,3,2,2,1,2,0,0,Recharge,Web
1468.7743757170842,17,3,1,1,1,1,1,0,Shopping,iOS
418.77943452586874,12,0,0,2,1,2,1,0,Food,Web
508.5831231661073,16,3,2,0,1,1,0,0,Recharge,Android
1015.5974313534168,7,3,5,0,1,1,0,0,Entertainment,Android
779.837182761619,15,0,4,0,1,0,0,0,Transfer,Android
560.7749943316662,21,4,4,1,1,1,0,0,Transfer,iOS
380.30536538481846,14,5,5,1,1,1,0,0,Entertainment,iOS
743.846688119802,1,4,3,0,1,0,0,0,Utilities,Android
437.92363533710005,11,4,5,1,1,0,0,0,Entertainment,iOS
259.27098727884425,14,4,1,2,1,0,0,0,Shopping,Web
22.399307150861517,13,5,1,0,1,2,0,0,Shopping,Android
35.48850925510436,2,5,3,0,1,1,0,0,Utilities,Android
499.44189390958803,3,0,5,0,1,1,0,0,Entertainment,Android
198.68395304293557,15,6,4,2,1,2,1,0,Transfer,Web
278.87206393987776,8,4,1,0,1,3,0,0,Shopping,Android
198.6713599929133,20,2,5,1,1,0,0,0,Entertainment,iOS
277.2859374608822,11,3,2,0,0,1,0,0,Recharge,Android
99.86669937398577,10,6,1,1,1,1,0,0,Shopping,iOS
734.919797251651,19,6,3,2,1,1,0,0,Utilities,Web
361.8050835705411,9,3,2,0,1,3,0,0,Recharge,Android
293.19025337973363,20,2,0,0,1,1,0,0,Food,Android
1063.9985218043532,20,5,5,0,1,1,0,0,Entertainment,Android
344.75854304751,9,0,5,1,1,0,0,0,Entertainment,iOS
525.168830477772,8,3,1,1,0,0,0,0,Shopping,iOS
273.6269534860223,20,2,3,2,1,3,0,0,Utilities,Web
284.9130713174603,1,3,4,2,1,1,0,0,Transfer,Web
184.59896725338214,11,1,2,0,1,1,0,0,Recharge,Android
387.34152370751826,7,4,1,0,1,0,0,0,Shopping,Android
5000.0,2,6,3,0,0,13,1,1,Utilities,Android
196.9588187339186,5,5,5,1,1,4,0,0,Entertainment,iOS
975.5273925022336,10,5,5,1,1,2,0,0,Entertainment,iOS
849.2959291337012,9,3,3,2,1,3,0,0,Utilities,Web
41.8078341971642,7,3,2,0,1,1,0,0,Recharge,Android
265.8284567330324,21,2,1,1,1,1,0,0,Shopping,iOS
547.0046808999149,11,0,1,0,0,1,1,0,Shopping,Android
669.3349951141818,15,1,4,0,1,1,0,0,Transfer,Android
313.90274231728444,21,4,2,0,1,5,0,0,Recharge,Android
332.55730707570086,18,6,2,1,1,0,0,0,Recharge,iOS
267.63391928232375,13,1,4,2,1,1,0,0,Transfer,Web
355.5544636809336,15,2,1,2,1,3,1,0,Shopping,Web
3.590400740009765,11,0,0,2,1,5,0,0,Food,Web
989.7837245991047,18,5,5,1,1,2,0,0,Entertainment,iOS
26.66405765062148,7,5,3,2,1,0,0,0,Utilities,Web
96.21769211917413,20,2,5,0,1,2,0,0,Entertainment,Android
244.08416206691547,0,6,3,1,1,0,0,0,Utilities,iOS
1533.9154070869308,15,5,0,1,0,2,0,0,Food,iOS
591.0203127627651,12,2,1,1,1,1,0,0,Shopping,iOS
1446.9293634825367,17,2,5,2,1,4,0,0,Entertainment,Web
645.5241421563653,16,0,4,0,1,0,0,0,Transfer,Android
380.818608509963,9,0,1,2,1,3,0,0,Shopping,Web
673.8157282895456,17,2,5,0,1,0,0,0,Entertainment,Android
142.24535057537642,15,3,0,2,1,1,0,0,Food,Web
265.03166478493785,19,5,1,1,1,0,0,0,Shopping,iOS
1074.1452330525342,6,0,4,1,1,0,0,0,Transfer,iOS
571.3195781937351,16,4,1,1,1,1,0,0,Shopping,iOS
97.40522952487818,20,3,4,0,1,1,0,0,Transfer,Android
406.11019928057794,14,3,5,2,1,1,0,0,Entertainment,Web
303.3194664845336,7,3,3,0,0,2,0,0,Utilities,Android
889.1768229227705,8,3,4,1,1,3,0,0,Transfer,iOS
294.8949511370595,14,2,2,2,1,1,0,0,Recharge,Web
62.11989511989263,20,0,1,1,1,0,1,0,Shopping,iOS
1120.7918688968057,10,6,0,2,1,1,0,0,Food,Web
689.9084915269979,9,3,3,2,1,0,1,0,Utilities,Web
225.06261600817402,13,5,3,0,1,1,1,0,Utilities,Android
617.3772751752063,12,5,5,0,1,1,0,0,Entertainment,Android
590.7096949011986,12,1,3,1,1,0,0,0,Utilities,iOS
62.58594856475109,3,1,4,2,1,1,0,0,Transfer,Web
166.61410777328877,10,1,5,1,1,1,0,0,Entertainment,iOS
300.6121915996917,19,0,3,0,1,0,0,0,Utilities,Android
2073.35769951132,12,1,1,1,1,1,0,0,Shopping,iOS
89.09039668151154,11,1,0,2,1,3,0,0,Food,Web
47.22907572984806,13,0,0,2,1,0,0,0,Food,Web
48.73480969601617,12,0,0,2,1,3,0,0,Food,Web
265.9375851504136,11,5,2,0,1,2,0,0,Recharge,Android
2331.6488441192223,10,6,3,0,1,0,0,0,Utilities,Android
979.2363460687997,19,2,1,2,0,2,0,0,Shopping,Web
575.6196354028862,11,0,2,2,1,1,0,0,Recharge,Web
38.9966171377185,2,0,5,2,0,1,1,0,Entertainment,Web
197.33454239720973,0,5,1,0,1,3,1,0,Shopping,Android
55.97483034261642,20,0,1,2,1,0,1,0,Shopping,Web
731.5026911726595,18,4,0,2,1,3,0,0,Food,Web
246.3484327307838,15,3,5,2,1,3,0,0,Entertainment,Web
234.76445330349665,14,0,1,1,1,0,0,0,Shopping,iOS
347.8474472702407,7,5,2,0,1,3,0,0,Recharge,Android
1340.274015168528,9,5,0,0,1,0,0,0,Food,Android
2694.5165400223173,5,0,2,1,1,1,1,0,Recharge,iOS
563.799857746111,8,1,2,0,1,1,0,0,Recharge,Android
597.3361385037543,15,0,3,1,1,0,0,0,Utilities,iOS
437.3486084282976,17,0,0,2,1,0,1,0,Food,Web
399.42876558408324,2,5,1,2,1,2,0,0,Shopping,Web
131.1199133796143,8,4,4,0,1,2,0,0,Transfer,Android
839.1486449394488,13,4,1,2,1,4,0,0,Shopping,Web
435.1267908675358,10,5,2,2,0,0,1,0,Recharge,Web
243.45097865910586,12,6,5,2,1,2,0,0,Entertainment,Web
572.6686045717421,18,4,3,1,1,1,0,0,Utilities,iOS
22123.701555442574,23,0,4,0,0,15,1,1,Transfer,Android
408.0281803788553,10,2,2,1,1,1,0,0,Recharge,iOS
180.22694275609305,17,2,3,2,1,0,0,0,Utilities,Web
1354.1540347960058,10,0,2,0,1,2,0,0,Recharge,Android
488.37569750709224,15,2,2,1,1,2,1,0,Recharge,iOS
1958.1315839689346,15,2,2,1,1,1,1,0,Recharge,iOS
1138.4535250191173,2,6,0,1,1,0,0,0,Food,iOS
1252.4434948515004,14,3,5,1,1,1,0,0,Entertainment,iOS
705.5095339405926,12,1,0,2,1,3,0,0,Food,Web
1579.2936863141745,12,3,3,2,0,2,0,0,Utilities,Web
141.6858895979593,3,0,2,1,1,1,0,0,Recharge,iOS
209.7440152422017,12,1,2,0,1,0,0,0,Recharge,Android
1.8856917242959677,11,4,2,2,1,2,0,0,Recharge,Web
242.44690644696394,14,3,0,1,1,1,1,0,Food,iOS
133.70223730938244,7,0,0,1,1,5,0,0,Food,iOS
162.51842181172006,20,6,5,0,1,2,1,0,Entertainment,Android
710.5980863725772,12,6,1,2,1,0,0,0,Shopping,Web
2882.5026141183203,14,4,0,1,1,1,0,0,Food,iOS
140.10087604565126,0,4,4,1,1,1,0,0,Transfer,iOS
1112.1566115834237,6,0,5,2,1,1,0,0,Entertainment,Web
245.94927064022994,11,5,4,2,1,0,0,0,Transfer,Web
281.2416787134759,17,2,0,1,1,2,0,0,Food,iOS
462.2450538907989,8,4,3,0,1,0,0,0,Utilities,Android
1283.025852849257,18,0,4,0,1,0,0,0,Transfer,Android
834.5848413343201,18,1,4,1,1,2,0,0,Transfer,iOS
118.46450441732915,3,4,1,0,1,1,0,0,Shopping,Android
401.1984375885599,10,5,4,0,1,1,0,0,Transfer,Android
330.15662809884367,15,3,0,0,1,3,1,0,Food,Android
601.0875022739782,16,4,5,2,1,2,0,0,Entertainment,Web
11.257569991029413,14,5,1,2,1,0,0,0,Shopping,Web
309.8794042905919,12,6,4,1,1,2,0,0,Transfer,iOS
433.29286770330737,17,3,2,0,1,2,0,0,Recharge,Android
520.525658276828,12,1,2,2,1,1,0,0,Recharge,Web
339.2133804463691,16,0,0,0,1,1,0,0,Food,Android
297.59418459894107,13,2,5,2,1,2,0,0,Entertainment,Web
159.58786692627805,12,3,5,2,1,1,0,0,Entertainment,Web
423.2294897846283,2,6,0,2,1,2,0,0,Food,Web
74.1195090719579,7,4,5,0,1,1,1,0,Entertainment,Android
670.5939749688407,15,1,5,1,1,1,0,0,Entertainment,iOS
148.29928336359268,13,4,1,0,1,1,1,0,Shopping,Android
85.86701547560048,0,0,3,1,1,3,0,0,Utilities,iOS
94.40217521856246,2,5,1,2,0,0,0,0,Shopping,Web
118.26170751014841,0,4,4,2,1,0,0,0,Transfer,Web
331.0915947845109,15,0,4,2,1,0,0,0,Transfer,Web
513.3243391463752,7,4,4,0,1,2,0,0,Transfer,Android
187.04364290507553,3,1,3,1,1,1,0,0,Utilities,iOS
604.0577527406515,13,0,4,0,1,0,0,0,Transfer,Android
939.8914358249931,15,3,1,2,1,0,0,0,Shopping,Web
873.4676512087314,9,4,1,0,1,2,0,0,Shopping,Android
164.67505584197772,17,0,5,2,1,0,0,0,Entertainment,Web
483.37031407537626,17,6,5,2,1,1,0,0,Entertainment,Web
53.52910063193764,12,6,4,2,1,2,1,0,Transfer,Web
161.2686986323881,18,1,3,0,1,4,0,0,Utilities,Android
880.9491157047304,17,6,1,2,1,2,0,0,Shopping,Web
792.4267956377256,13,4,5,1,1,1,0,0,Entertainment,iOS
58.93587729403186,15,4,0,1,1,2,0,0,Food,iOS
24.068148314262864,16,5,1,2,1,0,0,0,Shopping,Web
15808.79576902185,23,5,2,1,0,11,1,1,Recharge,iOS
582.9970042269593,15,6,5,0,1,1,1,0,Entertainment,Android
336.1713747021421,20,0,4,1,1,1,0,0,Transfer,iOS
919.1733188171562,1,1,3,2,1,2,0,0,Utilities,Web
77.93145817609799,11,0,0,2,1,1,0,0,Food,Web
519.5407313213092,20,0,2,2,1,3,0,0,Recharge,Web
640.6683413692359,18,0,4,2,1,0,0,0,Transfer,Web
315.0582501294857,9,6,4,2,0,0,0,0,Transfer,Web
133.21692877475726,12,1,4,0,0,3,0,0,Transfer,Android
87.40107694279105,12,2,0,1,1,1,1,0,Food,iOS
108.73669434757568,17,2,1,1,1,0,0,0,Shopping,iOS
1244.8184964084717,9,5,3,2,1,2,0,0,Utilities,Web
218.62256445288267,14,4,2,0,1,1,0,0,Recharge,Android
447.6249280273388,7,4,1,0,1,0,0,0,Shopping,Android
919.6233807173703,11,3,5,1,1,3,0,0,Entertainment,iOS
72.71690640536272,21,2,5,0,1,0,1,0,Entertainment,Android
910.9917086384062,4,1,0,2,1,0,0,0,Food,Web
79.88456784618107,8,5,2,2,1,0,0,0,Recharge,Web
332.32874485218207,9,0,3,0,1,1,0,0,Utilities,Android
255.56975472405148,18,1,3,2,1,1,1,0,Utilities,Web
252.72347146418906,0,5,1,0,1,1,0,0,Shopping,Android
7.026319525276048,14,3,3,2,1,3,0,0,Utilities,Web
910.7999225343508,21,0,3,0,1,2,0,0,Utilities,Android
604.630834239874,9,0,3,2,1,0,0,0,Utilities,Web
434.4747392142428,10,4,2,1,1,3,0,0,Recharge,iOS
68.3245284469363,14,0,2,2,1,3,0,0,Recharge,Web
640.7177592359897,13,6,5,0,1,1,0,0,Entertainment,Android
1823.9896304416723,16,4,5,0,1,2,0,0,Entertainment,Android
435.7935156830648,19,0,1,0,1,2,0,0,Shopping,Android
98.71910893819492,21,5,4,1,1,1,0,0,Transfer,iOS
586.4394274290449,7,4,2,2,1,2,0,0,Recharge,Web
132.87464007073262,20,4,4,2,1,3,0,0,Transfer,Web
40.38361151860039,19,1,0,2,1,2,0,0,Food,Web
671.9524598527365,17,1,0,2,1,2,0,0,Food,Web
803.4086408416241,18,3,5,0,1,0,0,0,Entertainment,Android
1680.2002827830704,21,4,2,2,1,3,0,0,Recharge,Web
550.7033293877022,14,5,0,0,1,1,0,0,Food,Android
1246.24358519574,4,6,1,1,1,2,0,0,Shopping,iOS
61.305844002261765,18,2,3,2,1,3,0,0,Utilities,Web
427.492146194751,13,1,0,2,1,1,0,0,Food,Web
29.15414891014634,9,5,1,1,1,0,0,0,Shopping,iOS
464.24830139406123,18,5,0,1,1,0,0,0,Food,iOS
918.8840180395241,19,1,0,1,1,0,0,0,Food,iOS
457.4890991258686,12,3,4,0,1,1,0,0,Transfer,Android
116.57792987626041,8,1,4,0,1,0,0,0,Transfer,Android
916.2318740383507,11,3,0,0,1,1,1,0,Food,Android
493.3982158881473,21,1,3,0,1,0,0,0,Utilities,Android
207.08235266190573,15,2,3,2,1,0,0,0,Utilities,Web
463.2753182707578,9,0,0,1,1,1,0,0,Food,iOS
36.19486669037778,8,2,3,2,1,1,0,0,Utilities,Web
376.811509766476,1,0,1,1,1,2,0,0,Shopping,iOS
37.05722405697272,7,2,0,0,1,2,0,0,Food,Android
286.824487968701,17,0,5,0,1,1,0,0,Entertainment,Android
142.2620291259989,6,2,0,1,1,4,0,0,Food,iOS
277.98257288078645,8,5,5,1,1,1,0,0,Entertainment,iOS
