amount,hour,merchant_cat,txn_type,card_type,is_international,velocity,is_new_merchant,mins_since_last,class,merchant_name,txn_type_name,card_name
159.74379498203766,12,1,1,1,1,3,0,96.85679197609959,0,Shopping,POS (In-Store),Credit
113.74222420982247,14,0,3,0,0,0,1,46.570824571688355,0,Food & Dining,Contactless,Debit
81.97382096863956,8,2,2,0,0,0,0,76.72678359843486,0,Electronics,ATM Withdrawal,Debit
38.90335456789549,16,5,3,0,1,1,1,303.0439465496449,0,Healthcare,Contactless,Debit
98.87530208536957,8,1,0,1,0,1,0,342.1099182833706,0,Shopping,Online,Credit
42.48467998589695,16,0,1,0,0,0,0,126.14038792270901,0,Food & Dining,POS (In-Store),Debit
4.045294144956759,18,0,2,0,1,1,1,52.86342910317474,0,Food & Dining,ATM Withdrawal,Debit
132.18652582503015,11,1,3,1,0,4,0,106.7100476557171,0,Shopping,Contactless,Credit
21.26282077601441,10,0,1,0,0,1,0,97.87372375606394,0,Food & Dining,POS (In-Store),Debit
1.4720675666160021,4,1,0,2,1,1,0,382.58413424103645,0,Shopping,Online,Prepaid
36.9486952428491,12,0,0,1,0,2,0,119.08537930604504,0,Food & Dining,Online,Credit
46.40726740683186,14,0,0,1,0,4,0,202.86824326471682,0,Food & Dining,Online,Credit
17.773490719753447,8,0,1,0,0,2,0,21.149827548934667,0,Food & Dining,POS (In-Store),Debit
97.70013710547909,9,3,0,1,0,0,0,248.27387651638853,0,Travel,Online,Credit
48.46621048695428,15,4,1,1,0,2,0,91.55544034370776,0,Fuel,POS (In-Store),Credit
214.77058748689728,13,3,0,0,0,2,0,89.27776556134954,0,Travel,Online,Debit
16.437363629160565,23,2,0,0,0,1,0,149.17108089857427,0,Electronics,Online,Debit
70.89883705981727,19,5,3,0,0,1,1,120.65668800287416,0,Healthcare,Contactless,Debit
83.63557911684606,9,3,1,0,1,3,0,169.16044101756066,0,Travel,POS (In-Store),Debit
216.98318745790218,13,4,0,1,0,0,0,27.60334355811407,0,Fuel,Online,Credit
111.20485104789392,0,3,0,1,0,1,0,338.9066385910762,0,Travel,Online,Credit
35.620384664680536,16,1,0,1,0,1,0,66.90845256430866,0,Shopping,Online,Credit
58.501325496475786,13,1,2,0,0,0,0,231.58376838252178,0,Shopping,ATM Withdrawal,Debit
66.16880864717156,15,3,2,0,0,2,0,72.12574502611652,0,Travel,ATM Withdrawal,Debit
53.49631870300978,20,1,0,1,0,2,0,304.00470150626,0,Shopping,Online,Credit
64.3264722459922,23,4,0,1,0,0,0,490.1410036112424,0,Fuel,Online,Credit
28.644193314259184,20,1,0,1,0,1,0,274.02835695326564,0,Shopping,Online,Credit
25.71517718700037,16,1,0,0,0,2,1,22.226470017697782,0,Shopping,Online,Debit
62.840056659033976,2,1,0,1,0,3,0,212.82929829713902,0,Shopping,Online,Credit
112.69993180308667,4,0,0,1,0,1,0,643.1404424507879,0,Food & Dining,Online,Credit
82.5311201376071,9,4,3,0,0,1,0,43.62303078156316,0,Fuel,Contactless,Debit
220.06689426312462,15,1,0,1,0,0,0,86.327425809509,0,Shopping,Online,Credit
33.873082759517025,9,0,1,2,0,1,1,44.690021058975304,0,Food & Dining,POS (In-Store),Prepaid
117.0429042823165,9,1,0,0,0,2,0,10.357046191759078,0,Shopping,Online,Debit
193.8373548047201,9,3,0,0,0,2,0,49.65839197459919,0,Travel,Online,Debit
55.05911599578957,17,1,3,0,0,1,0,50.38545252792399,0,Shopping,Contactless,Debit
537.5651329219017,2,5,1,0,0,4,0,36.68676401752851,0,Healthcare,POS (In-Store),Debit
204.5975486276501,3,0,0,0,0,1,0,175.11396242066635,0,Food & Dining,Online,Debit
30.135694085253128,18,3,1,1,0,0,0,370.2484223071251,0,Travel,POS (In-Store),Credit
13.151780082243945,20,0,1,1,0,2,1,19.60663982500519,0,Food & Dining,POS (In-Store),Credit
335.2247630945901,12,0,3,0,0,1,0,181.42107364170892,0,Food & Dining,Contactless,Debit
3.2928674639207256,20,5,1,1,0,0,1,29.06376203197653,0,Healthcare,POS (In-Store),Credit
220.95373180103752,15,1,2,0,0,3,0,398.4159380754853,0,Shopping,ATM Withdrawal,Debit
34.67334968605411,8,1,0,0,0,4,0,25.778137742098053,0,Shopping,Online,Debit
5.793778517894759,13,4,1,0,0,4,0,173.44942944303756,0,Fuel,POS (In-Store),Debit
264.60439835746934,19,0,0,1,0,1,0,361.6862559696497,0,Food & Dining,Online,Credit
68.55679250030255,1,0,0,0,0,3,0,194.23521846364977,0,Food & Dining,Online,Debit
15.425762291084173,15,4,3,1,0,8,0,41.74126346747285,0,Fuel,Contactless,Credit
55.185502593288085,20,1,3,0,0,3,0,152.10366439500166,0,Shopping,Contactless,Debit
63.99863683362397,3,0,0,0,0,1,0,152.2951152145071,0,Food & Dining,Online,Debit
58.387440771769725,12,2,0,0,0,2,0,133.65637381504254,0,Electronics,Online,Debit
36.76611628425177,8,2,3,0,0,1,1,50.56632486129912,0,Electronics,Contactless,Debit
34.526724712030536,12,5,0,0,0,4,0,252.51618517153594,0,Healthcare,Online,Debit
189.23096809680595,10,1,2,0,0,2,0,139.37588541724634,0,Shopping,ATM Withdrawal,Debit
59.615973772676895,17,0,1,1,0,1,0,101.41350423640348,0,Food & Dining,POS (In-Store),Credit
56.07641418949471,2,2,1,0,0,2,0,10.237626635265203,0,Electronics,POS (In-Store),Debit
26.23605234899172,14,3,1,0,0,0,0,370.73407029763024,0,Travel,POS (In-Store),Debit
185.22056984462833,9,2,3,0,0,4,0,38.01122634759714,0,Electronics,Contactless,Debit
54.84916647488336,18,1,0,1,0,2,0,23.936323148084135,0,Shopping,Online,Credit
116.60202072891663,19,0,0,0,0,3,0,148.3148920019101,0,Food & Dining,Online,Debit
46.749953592318015,10,5,0,0,0,1,0,43.52524248969728,0,Healthcare,Online,Debit
49.88695786265908,18,3,0,2,0,1,0,21.530068748854426,0,Travel,Online,Prepaid
134.65053113241504,20,0,0,2,0,2,0,153.6332853179649,0,Food & Dining,Online,Prepaid
155.44191549578198,10,2,0,0,0,0,0,8.340578189847086,0,Electronics,Online,Debit
40.02803920291164,14,3,3,0,1,1,0,229.99974816499153,0,Travel,Contactless,Debit
46.728175540387284,20,0,0,0,0,2,0,62.8470809437733,0,Food & Dining,Online,Debit
2.7286031886270345,8,5,1,0,0,0,0,92.853114624571,0,Healthcare,POS (In-Store),Debit
156.11759794085123,17,4,0,1,0,1,0,207.69150452775617,0,Fuel,Online,Credit
29.416454986503147,16,0,2,0,0,0,0,95.9473896969685,0,Food & Dining,ATM Withdrawal,Debit
298.63765117137467,18,4,0,1,0,2,0,84.7627040643991,0,Fuel,Online,Credit
7.142219414759462,14,1,3,0,1,2,0,135.89817193824825,0,Shopping,Contactless,Debit
309.4593933275913,14,2,0,0,0,0,0,236.7148352896452,0,Electronics,Online,Debit
15.625615809915669,22,4,0,0,1,1,1,16.32546912720524,0,Fuel,Online,Debit
28.90279247674286,20,0,3,1,0,4,1,377.19129213229536,0,Food & Dining,Contactless,Credit
180.3544469878452,15,4,3,0,0,1,0,111.14331995020511,0,Fuel,Contactless,Debit
111.28141517824591,14,1,0,0,0,3,0,93.97056531678957,0,Shopping,Online,Debit
6.7964723986738935,20,2,0,0,0,2,0,101.36833670637324,0,Electronics,Online,Debit
158.34964147816288,15,4,0,0,0,2,1,79.50483075267383,0,Fuel,Online,Debit
13.36940883279112,8,0,1,1,0,1,0,67.28861270172818,0,Food & Dining,POS (In-Store),Credit
132.65499757868898,14,0,0,1,0,3,0,3.222558349558504,0,Food & Dining,Online,Credit
102.86690918235549,4,0,0,0,1,1,0,133.3204901520677,0,Food & Dining,Online,Debit
18.004468088190873,20,4,0,1,0,3,0,19.102239967233754,0,Fuel,Online,Credit
47.83048588764366,22,4,0,1,0,2,0,67.63665422052813,0,Fuel,Online,Credit
67.49708451089144,14,5,0,2,0,3,0,368.9274201616555,0,Healthcare,Online,Prepaid
227.40754444222728,20,0,3,1,0,1,0,167.3926003772417,0,Food & Dining,Contactless,Credit
90.28047463853375,14,4,3,0,0,3,1,146.48999530822326,0,Fuel,Contactless,Debit
66.73029370797553,13,1,0,1,0,1,0,334.41907609558285,0,Shopping,Online,Credit
3.3974478757147364,8,2,3,1,0,2,0,577.0922646326782,0,Electronics,Contactless,Credit
73.90831353747993,12,1,3,0,0,2,0,522.9645590582688,0,Shopping,Contactless,Debit
125.35270436497225,10,0,3,1,0,0,0,30.43671864946249,0,Food & Dining,Contactless,Credit
19.356822159403997,19,0,1,0,0,0,0,46.355725917590554,0,Food & Dining,POS (In-Store),Debit
169.56418761718535,20,1,0,0,0,3,0,147.45536250055702,0,Shopping,Online,Debit
68.77438388085324,15,0,1,0,0,2,0,544.6866078900237,0,Food & Dining,POS (In-Store),Debit
21.25619996989229,13,0,0,1,0,0,0,274.88800939425386,0,Food & Dining,Online,Credit
62.852603087844734,16,0,1,0,0,0,0,437.1302091607804,0,Food & Dining,POS (In-Store),Debit
43.54057141548401,11,4,2,1,0,6,0,47.655405648031945,0,Fuel,ATM Withdrawal,Credit
242.42988330520052,10,0,3,0,0,1,0,54.74965528947116,0,Food & Dining,Contactless,Debit
5.165325625865176,11,0,0,0,0,2,0,52.403866325239704,0,Food & Dining,Online,Debit
76.03232156730982,8,1,1,0,0,2,0,306.5416592978459,0,Shopping,POS (In-Store),Debit
55.913185728107344,20,1,0,1,0,1,0,117.20761272741684,0,Shopping,Online,Credit
13.279000831956369,5,3,2,0,0,1,0,100.87702918282378,0,Travel,ATM Withdrawal,Debit
24.56597032182177,17,3,1,1,0,1,0,12.87737768427089,0,Travel,POS (In-Store),Credit
59.17430710218136,18,4,3,0,0,1,1,109.08315094536994,0,Fuel,Contactless,Debit
21.241042992156395,21,4,3,0,0,1,0,88.52768764913174,0,Fuel,Contactless,Debit
249.02389800033643,20,0,0,0,0,2,1,390.2494256404741,0,Food & Dining,Online,Debit
4.76201486011394,10,4,0,0,0,0,0,57.286344989670205,0,Fuel,Online,Debit
62.00799215729376,3,4,1,1,0,1,0,236.69300720942792,0,Fuel,POS (In-Store),Credit
19.80723665158377,22,2,0,0,0,1,0,654.1895795093578,0,Electronics,Online,Debit
103.91040274980755,9,5,1,0,0,4,1,70.26896590743773,0,Healthcare,POS (In-Store),Debit
237.89502348055447,9,0,1,0,0,0,0,51.72939276299115,0,Food & Dining,POS (In-Store),Debit
40.08106690282461,13,1,0,0,1,5,0,271.64054861373285,0,Shopping,Online,Debit
214.5256018291923,8,4,3,1,0,1,0,152.3256982580207,0,Fuel,Contactless,Credit
29.623616584470657,7,3,2,0,0,1,0,147.2837988425697,0,Travel,ATM Withdrawal,Debit
35.03354652752932,0,0,1,0,0,2,0,78.62816571739106,0,Food & Dining,POS (In-Store),Debit
37.09485204378376,11,1,3,0,0,2,0,214.07396747238602,0,Shopping,Contactless,Debit
3.1789605289774245,8,2,2,0,0,1,0,608.1940391647478,0,Electronics,ATM Withdrawal,Debit
262.3284141326946,6,5,3,0,0,3,0,989.0540748627049,0,Healthcare,Contactless,Debit
161.14966613190694,10,1,0,1,0,2,1,5.297076082250204,0,Shopping,Online,Credit
138.77842783037292,7,2,0,0,0,6,0,546.9118400772105,0,Electronics,Online,Debit
66.60603436810506,1,1,0,0,0,0,0,87.38904569978084,0,Shopping,Online,Debit
29.096324300570537,6,5,2,1,0,2,0,195.80404769571703,0,Healthcare,ATM Withdrawal,Credit
0.5,11,2,1,0,0,2,0,174.57361763000614,0,Electronics,POS (In-Store),Debit
179.49512989470063,7,3,2,2,0,2,1,13.603939996487208,0,Travel,ATM Withdrawal,Prepaid
14.956900158193314,11,1,0,1,0,1,0,3.676747579187373,0,Shopping,Online,Credit
253.55176036815323,10,4,1,1,0,0,0,371.98159039639984,0,Fuel,POS (In-Store),Credit
257.0931948230018,20,4,3,1,0,3,0,98.94164770918908,0,Fuel,Contactless,Credit
3.8051079805126835,18,3,1,0,0,4,0,215.45113426307637,0,Travel,POS (In-Store),Debit
10.732793713593159,12,0,3,0,1,0,0,91.02686183477525,0,Food & Dining,Contactless,Debit
31.673913658157858,9,1,2,0,0,1,0,392.4937048364261,0,Shopping,ATM Withdrawal,Debit
167.7762133835466,9,5,3,0,0,0,0,256.7586301427919,0,Healthcare,Contactless,Debit
23.93944725986962,11,4,0,0,0,2,0,170.5760665506077,0,Fuel,Online,Debit
42.26255799061381,5,1,0,2,0,1,0,59.74550648318982,0,Shopping,Online,Prepaid
37.77809260866624,9,2,1,1,0,0,0,174.23659580551694,0,Electronics,POS (In-Store),Credit
0.7798167883569438,18,4,3,1,0,0,0,50.485723293536566,0,Fuel,Contactless,Credit
55.11156773238227,20,2,0,0,0,1,0,278.1483836020948,0,Electronics,Online,Debit
186.5569889752943,15,5,0,1,0,1,0,500.29686098822106,0,Healthcare,Online,Credit
71.37287037787713,14,2,3,1,0,1,0,336.60869125557326,0,Electronics,Contactless,Credit
112.17363678799266,17,4,0,1,0,0,0,48.414223615131824,0,Fuel,Online,Credit
183.89739804807567,9,0,1,0,0,0,0,60.443057964009576,0,Food & Dining,POS (In-Store),Debit
63.97761681370774,21,0,0,0,0,3,0,619.467498166693,0,Food & Dining,Online,Debit
39.30405537791258,8,0,0,0,0,0,0,77.79622430018249,0,Food & Dining,Online,Debit
103.59684503333474,6,3,2,0,0,1,0,389.30122595612494,0,Travel,ATM Withdrawal,Debit
92.92909157279907,9,1,0,1,0,1,0,233.3118346228917,0,Shopping,Online,Credit
86.66424382732205,8,3,0,1,1,1,0,114.1397942303588,0,Travel,Online,Credit
78.61194728515811,8,4,0,0,0,1,0,329.55335139044865,0,Fuel,Online,Debit
41.71483419834142,0,0,1,0,1,1,1,236.43761904809833,0,Food & Dining,POS (In-Store),Debit
74.3301454933967,0,0,1,0,0,2,0,22.72928598712439,0,Food & Dining,POS (In-Store),Debit
7.775999659088799,15,5,2,0,1,2,0,32.23662843341807,0,Healthcare,ATM Withdrawal,Debit
23.262709632701434,5,5,1,0,0,0,0,60.62523323820834,0,Healthcare,POS (In-Store),Debit
62.173890535343624,17,2,3,1,0,2,0,281.96695858435345,0,Electronics,Contactless,Credit
49.34365425575951,20,4,0,1,0,2,0,15.535344111776395,0,Fuel,Online,Credit
137.98855622682402,0,0,1,0,0,3,0,38.23836625317298,0,Food & Dining,POS (In-Store),Debit
18.79192249452266,23,2,0,0,0,0,0,43.974562848898664,0,Electronics,Online,Debit
51.31042977012481,10,0,0,1,1,0,0,40.42378346892978,0,Food & Dining,Online,Credit
315.97526330685463,19,2,0,1,0,2,0,30.35897648075844,0,Electronics,Online,Credit
42.46062508043022,9,0,2,0,0,0,0,267.6309616170144,0,Food & Dining,ATM Withdrawal,Debit
61.84178457745891,10,2,1,0,0,0,1,14.94460873059995,0,Electronics,POS (In-Store),Debit
56.41076467278541,11,1,0,1,0,0,0,173.74926807058122,0,Shopping,Online,Credit
225.74763228683156,18,0,2,0,0,0,0,185.55017263582334,0,Food & Dining,ATM Withdrawal,Debit
29.015294090733615,11,2,3,1,0,3,0,148.66937249313793,0,Electronics,Contactless,Credit
30.124810105324077,16,1,0,1,0,2,0,32.012606250749634,0,Shopping,Online,Credit
58.94736741566392,18,0,1,1,0,2,0,5.350771358644542,0,Food & Dining,POS (In-Store),Credit
127.78458320255695,18,2,1,1,0,1,1,233.51551344177213,0,Electronics,POS (In-Store),Credit
46.94737033823171,12,1,0,2,0,2,0,182.12789327167147,0,Shopping,Online,Prepaid
87.17327384741426,18,0,2,0,0,2,0,394.2947795481072,0,Food & Dining,ATM Withdrawal,Debit
0.5119581156662985,14,0,2,1,0,1,0,176.9989818514492,0,Food & Dining,ATM Withdrawal,Credit
39.180353947222784,16,4,0,1,0,2,0,172.6466812447846,0,Fuel,Online,Credit
216.3803165774297,14,5,1,0,0,0,0,100.62544967261461,0,Healthcare,POS (In-Store),Debit
8.178255787945831,13,2,2,1,0,2,1,3.394642102179493,0,Electronics,ATM Withdrawal,Credit
19.334738537295927,19,1,1,1,0,3,0,196.55721476792328,0,Shopping,POS (In-Store),Credit
73.16209642746824,13,4,0,1,0,0,1,215.6180539715835,0,Fuel,Online,Credit
26.387418071900676,23,0,0,0,1,0,0,7.502290945892321,0,Food & Dining,Online,Debit
127.19770003011507,3,1,0,0,0,1,0,217.3883062202059,0,Shopping,Online,Debit
349.1420374576134,13,0,1,1,0,1,0,225.18086177721932,0,Food & Dining,POS (In-Store),Credit
15.856352016680882,7,3,0,1,0,1,0,5.039225369538452,0,Travel,Online,Credit
6.536413486693592,12,1,0,0,0,3,0,19.29814005027768,0,Shopping,Online,Debit
74.86901821293918,20,0,1,0,0,0,0,184.84999666601865,0,Food & Dining,POS (In-Store),Debit
72.65052669617303,8,1,0,0,0,1,0,196.04628369668768,0,Shopping,Online,Debit
41.495973337458395,21,4,1,1,0,0,0,48.35208737644488,0,Fuel,POS (In-Store),Credit
222.30396698494286,18,1,0,1,0,2,0,2.4876201428456772,0,Shopping,Online,Credit
219.1564458057019,11,2,1,1,0,4,0,148.74317712124582,0,Electronics,POS (In-Store),Credit
75.23202565605631,15,1,1,0,0,1,0,96.70945062301931,0,Shopping,POS (In-Store),Debit
6.6760421684965845,13,1,0,0,0,1,0,137.30127027874457,0,Shopping,Online,Debit
139.84462473167343,9,0,0,1,0,2,0,168.71413164586247,0,Food & Dining,Online,Credit
22.901954403297342,11,0,0,1,0,0,0,4.856313863293798,0,Food & Dining,Online,Credit
62.90566213170318,22,0,0,1,0,0,0,229.54892572835078,0,Food & Dining,Online,Credit
46.31519342629011,16,5,2,0,0,1,0,270.85008299268924,0,Healthcare,ATM Withdrawal,Debit
152.59365343076493,10,3,3,1,0,1,0,19.751137318303925,0,Travel,Contactless,Credit
23.55905156258684,11,1,1,0,0,0,0,111.09917641532074,0,Shopping,POS (In-Store),Debit
2.645353067998857,20,0,3,1,0,1,0,13.061155652507235,0,Food & Dining,Contactless,Credit
18.9857793382096,9,0,0,0,1,3,0,89.03983621673315,0,Food & Dining,Online,Debit
77.23275042591703,15,4,1,0,0,2,0,151.58477446342755,0,Fuel,POS (In-Store),Debit
101.91384041176954,19,1,1,1,0,1,0,97.70156798736004,0,Shopping,POS (In-Store),Credit
41.23831925179765,1,4,2,1,1,1,0,507.76002669822935,0,Fuel,ATM Withdrawal,Credit
98.31508301249742,20,0,2,1,0,1,0,262.21063257751564,0,Food & Dining,ATM Withdrawal,Credit
56.175506116013125,0,0,0,0,1,1,0,162.83822649705522,0,Food & Dining,Online,Debit
14.548936403941786,14,0,1,0,0,5,0,137.3474048395679,0,Food & Dining,POS (In-Store),Debit
27.761822299695762,7,0,0,0,0,2,0,153.03019897825305,0,Food & Dining,Online,Debit
67.4241269600991,15,0,1,0,0,0,0,241.69457573227103,0,Food & Dining,POS (In-Store),Debit
7.518565843600084,8,3,0,0,0,1,1,172.28334343982488,0,Travel,Online,Debit
5.90513048351373,20,3,1,0,0,1,0,271.962952529832,0,Travel,POS (In-Store),Debit
107.31976987227667,2,1,1,0,0,1,0,225.60381753695287,0,Shopping,POS (In-Store),Debit
20.269420317571445,8,1,1,1,0,3,0,136.25470067455163,0,Shopping,POS (In-Store),Credit
54.31817753871936,14,5,3,1,0,0,0,46.67168005439983,0,Healthcare,Contactless,Credit
83.4208652762053,9,5,3,2,0,2,0,86.76881746712985,0,Healthcare,Contactless,Prepaid
33.51632524788186,12,1,1,0,0,0,0,91.708779892425,0,Shopping,POS (In-Store),Debit
154.24409772071408,11,0,0,1,1,3,0,151.59595055378028,0,Food & Dining,Online,Credit
42.37234448731062,9,2,0,1,0,0,0,246.54882786226025,0,Electronics,Online,Credit
159.08236573265782,10,1,3,1,0,2,0,94.66922242411532,0,Shopping,Contactless,Credit
9.234090634483067,9,2,1,0,0,4,0,79.38505366011637,0,Electronics,POS (In-Store),Debit
54.225675404283926,8,0,0,0,0,0,1,32.58284591448299,0,Food & Dining,Online,Debit
115.8138503029505,17,0,0,0,0,2,0,372.60302756053034,0,Food & Dining,Online,Debit
102.65259599037962,17,0,1,0,0,1,0,44.75129498390465,0,Food & Dining,POS (In-Store),Debit
98.10561795600609,10,0,1,0,0,4,0,47.6785720188409,0,Food & Dining,POS (In-Store),Debit
32.52325078262672,12,2,1,2,0,4,0,58.92966372820529,0,Electronics,POS (In-Store),Prepaid
37.86362644461428,11,2,3,1,1,0,0,250.5303984856859,0,Electronics,Contactless,Credit
38.3909858949833,19,3,1,0,0,3,0,21.04899386252684,0,Travel,POS (In-Store),Debit
114.43142024614913,15,5,2,1,0,3,0,49.670838589187,0,Healthcare,ATM Withdrawal,Credit
206.53562333897844,13,4,1,0,0,1,0,64.75485299859767,0,Fuel,POS (In-Store),Debit
69.70325507263354,12,0,1,0,1,0,0,98.85511365171635,0,Food & Dining,POS (In-Store),Debit
20.356022380228428,8,1,1,0,0,1,0,83.11262447634178,0,Shopping,POS (In-Store),Debit
15.55305146250064,10,0,1,0,0,0,0,183.7507145025285,0,Food & Dining,POS (In-Store),Debit
49.16522197091348,19,5,0,0,0,1,0,25.450380535669463,0,Healthcare,Online,Debit
19.366210835801006,14,0,0,0,0,2,1,88.06985154973383,0,Food & Dining,Online,Debit
219.83137439028383,18,3,0,1,0,0,0,1.7784230884420906,0,Travel,Online,Credit
31.477858123370876,7,3,3,1,0,2,0,113.80893402292013,0,Travel,Contactless,Credit
46.98535261091217,14,3,0,0,0,0,0,290.9857205082851,0,Travel,Online,Debit
235.6457266765335,8,4,1,0,0,2,0,150.9827410544725,0,Fuel,POS (In-Store),Debit
187.45731561275448,20,0,0,0,0,3,0,227.292647265172,0,Food & Dining,Online,Debit
0.942053809158562,16,0,0,0,0,1,0,50.49271438491728,0,Food & Dining,Online,Debit
85.94132555079008,19,2,3,0,0,0,1,11.217601424905887,0,Electronics,Contactless,Debit
121.66366181229021,4,3,0,1,0,1,0,431.2674696145004,0,Travel,Online,Credit
143.31097845859907,11,0,0,0,0,0,0,216.5787411431574,0,Food & Dining,Online,Debit
150.95866910691208,15,0,0,0,0,1,0,23.90065330417902,0,Food & Dining,Online,Debit
4.123930153885491,16,4,1,0,0,1,0,141.77133030684107,0,Fuel,POS (In-Store),Debit
121.3215436633959,4,0,0,1,0,4,0,81.0595060721885,0,Food & Dining,Online,Credit
5.753550755924901,14,3,0,1,0,0,1,180.0078286210597,0,Travel,Online,Credit
58.175382703517144,16,5,2,1,0,2,0,511.21538922291523,0,Healthcare,ATM Withdrawal,Credit
32.77777315177819,13,0,0,0,0,3,1,93.79868326183995,0,Food & Dining,Online,Debit
174.8290282336208,10,5,0,0,0,4,0,20.016561821459746,0,Healthcare,Online,Debit
1.4620944325197787,16,1,1,1,0,4,0,210.3177393079336,0,Shopping,POS (In-Store),Credit
159.48437587877982,20,0,1,1,0,3,0,461.90052187450857,0,Food & Dining,POS (In-Store),Credit
283.8457212696005,6,1,0,0,0,1,0,35.92496663005358,0,Shopping,Online,Debit
8.794980003252434,14,4,0,1,0,2,0,23.67669880057126,0,Fuel,Online,Credit
16.05270561893693,10,3,1,0,0,0,0,263.71823846919426,0,Travel,POS (In-Store),Debit
27.498086252406996,19,1,1,1,0,3,0,13.753141590778178,0,Shopping,POS (In-Store),Credit
112.13334122513233,16,0,0,0,0,1,0,234.1361165071452,0,Food & Dining,Online,Debit
174.58015299212119,20,2,1,1,0,2,0,134.672006341536,0,Electronics,POS (In-Store),Credit
58.54062380243607,5,1,3,1,0,1,0,36.4040200552889,0,Shopping,Contactless,Credit
110.3174765853565,4,0,0,0,0,0,0,726.0281885320339,0,Food & Dining,Online,Debit
3.647505653644888,9,0,2,0,0,1,0,105.99179142611203,0,Food & Dining,ATM Withdrawal,Debit
7.234031014674647,20,1,1,1,0,0,0,93.16595718154854,0,Shopping,POS (In-Store),Credit
129.81819115343933,14,0,1,1,0,2,0,26.87562574646514,0,Food & Dining,POS (In-Store),Credit
152.9862025291261,15,2,1,0,0,4,0,94.89736203307832,0,Electronics,POS (In-Store),Debit
230.16712287139967,2,3,0,0,0,0,1,160.6720614523202,0,Travel,Online,Debit
104.34951503164064,12,0,1,0,0,1,0,136.36921811302577,0,Food & Dining,POS (In-Store),Debit
134.068002869186,18,1,0,1,0,0,0,8.68492753227401,0,Shopping,Online,Credit
22.14090123531436,12,1,3,0,0,1,1,81.19740808865927,0,Shopping,Contactless,Debit
226.3710508850458,19,4,1,1,0,1,0,209.9310178912347,0,Fuel,POS (In-Store),Credit
35.4282236949245,19,5,0,1,1,5,1,109.63020688937054,0,Healthcare,Online,Credit
